order_id,user_id,username,order_date,delivery_date,order_status,item_id,product_name,category,section,quantity,unit,price_per_unit,line_total,is_organic,producer_name,city,postcode
209,38,charlie.walker38,2025-07-14,2025-07-19,fulfilled,641,Chutney,preserves,all,1,each,3.41,3.41,False,Avon Growers,Bristol,BS2 8QD
209,38,charlie.walker38,2025-07-14,2025-07-19,fulfilled,642,Wholemeal Bread,bakery,all,4,each,2.72,10.88,False,Avon Growers,Bristol,BS2 8QD
210,25,mia.davies25,2024-12-12,2024-12-13,fulfilled,643,Yoghurt,dairy,all,5,each,1.73,8.65,True,Bristol Organics,Bristol,BS1 4PJ
210,25,mia.davies25,2024-12-12,2024-12-13,fulfilled,644,Yoghurt,dairy,all,6,each,1.72,10.32,True,Bristol Organics,Bristol,BS1 4PJ
210,25,mia.davies25,2024-12-12,2024-12-13,fulfilled,645,Chutney,preserves,all,5,each,3.49,17.45,False,Bristol Organics,Bristol,BS1 4PJ
210,25,mia.davies25,2024-12-12,2024-12-13,fulfilled,646,Cheese,dairy,all,6,each,4.54,27.24,False,Bristol Organics,Bristol,BS1 4PJ
211,17,tara.johnson17,2024-04-16,2024-04-20,fulfilled,647,Strawberry Jam,preserves,all,5,each,3.33,16.65,False,River Bend Nursery,Bristol,BS10 5EX
211,17,tara.johnson17,2024-04-16,2024-04-20,fulfilled,648,Sourdough Loaf,bakery,all,4,each,3.66,14.64,False,River Bend Nursery,Bristol,BS10 5EX
211,17,tara.johnson17,2024-04-16,2024-04-20,fulfilled,649,Chutney,preserves,all,2,each,3.37,6.74,False,River Bend Nursery,Bristol,BS10 5EX
211,17,tara.johnson17,2024-04-16,2024-04-20,fulfilled,650,Wholemeal Bread,bakery,all,6,each,2.81,16.86,False,River Bend Nursery,Bristol,BS10 5EX
211,17,tara.johnson17,2024-04-16,2024-04-20,fulfilled,651,Sourdough Loaf,bakery,all,2,each,3.4,6.8,False,River Bend Nursery,Bristol,BS10 5EX
212,38,charlie.walker38,2025-12-04,2025-12-07,partially_fulfilled,652,Strawberry Jam,preserves,all,6,each,3.08,18.48,False,Cotswold Fresh,Bristol,BS3 1LZ
212,38,charlie.walker38,2025-12-04,2025-12-07,partially_fulfilled,653,Honey,preserves,all,5,each,5.04,25.2,True,Cotswold Fresh,Bristol,BS3 1LZ
212,38,charlie.walker38,2025-12-04,2025-12-07,partially_fulfilled,654,Red Onions,vegetables,all,6,kg,1.13,6.78,False,Cotswold Fresh,Bristol,BS3 1LZ
212,38,charlie.walker38,2025-12-04,2025-12-07,partially_fulfilled,655,Leeks,vegetables,seasonal,4,each,1.34,5.36,False,Cotswold Fresh,Bristol,BS3 1LZ
212,38,charlie.walker38,2025-12-04,2025-12-07,partially_fulfilled,656,Sourdough Loaf,bakery,all,4,each,3.38,13.52,False,Cotswold Fresh,Bristol,BS3 1LZ
213,8,eve.taylor8,2024-07-23,2024-07-26,fulfilled,657,Carrots,vegetables,all,6,kg,1.23,7.38,False,Mendip Hills Farm,Bristol,BS3 1LZ
213,8,eve.taylor8,2024-07-23,2024-07-26,fulfilled,658,Carrots,vegetables,all,3,kg,1.24,3.72,False,Mendip Hills Farm,Bristol,BS3 1LZ
213,8,eve.taylor8,2024-07-23,2024-07-26,fulfilled,659,Red Onions,vegetables,all,6,kg,1.12,6.72,False,Mendip Hills Farm,Bristol,BS3 1LZ
214,50,grace.jones50,2024-08-31,2024-09-05,fulfilled,660,Yoghurt,dairy,all,3,each,1.88,5.64,True,Avon Growers,Bristol,BS5 6HX
214,50,grace.jones50,2024-08-31,2024-09-05,fulfilled,661,Yoghurt,dairy,all,3,each,1.75,5.25,True,Avon Growers,Bristol,BS5 6HX
214,50,grace.jones50,2024-08-31,2024-09-05,fulfilled,662,Blackberries,fruits,seasonal,2,each,3.33,6.66,True,Avon Growers,Bristol,BS5 6HX
214,50,grace.jones50,2024-08-31,2024-09-05,fulfilled,663,Yoghurt,dairy,all,3,each,1.85,5.55,True,Avon Growers,Bristol,BS5 6HX
215,70,isla.evans70,2025-09-09,2025-09-11,fulfilled,664,Potatoes,vegetables,all,2,kg,1.57,3.14,False,Mendip Hills Farm,Bristol,BS4 3EW
215,70,isla.evans70,2025-09-09,2025-09-11,fulfilled,665,Spinach,vegetables,seasonal,4,each,1.34,5.36,True,Mendip Hills Farm,Bristol,BS4 3EW
215,70,isla.evans70,2025-09-09,2025-09-11,fulfilled,666,Kale,vegetables,all,2,each,1.45,2.9,True,Mendip Hills Farm,Bristol,BS4 3EW
215,70,isla.evans70,2025-09-09,2025-09-11,fulfilled,667,Tomatoes,vegetables,all,3,kg,1.79,5.37,False,Mendip Hills Farm,Bristol,BS4 3EW
216,20,bob.davies20,2024-02-10,2024-02-12,partially_fulfilled,668,Leeks,vegetables,seasonal,4,each,1.34,5.36,False,Avon Growers,Bristol,BS10 5EX
216,20,bob.davies20,2024-02-10,2024-02-12,partially_fulfilled,669,Tomatoes,vegetables,all,6,kg,1.77,10.62,False,Avon Growers,Bristol,BS10 5EX
216,20,bob.davies20,2024-02-10,2024-02-12,partially_fulfilled,670,Carrots,vegetables,all,5,kg,1.15,5.75,False,Avon Growers,Bristol,BS10 5EX
216,20,bob.davies20,2024-02-10,2024-02-12,partially_fulfilled,671,Broccoli,vegetables,all,5,each,1.91,9.55,True,Avon Growers,Bristol,BS10 5EX
216,20,bob.davies20,2024-02-10,2024-02-12,partially_fulfilled,672,Carrots,vegetables,all,2,kg,1.22,2.44,False,Avon Growers,Bristol,BS10 5EX
217,43,quinn.wilson43,2025-01-04,2025-01-07,fulfilled,673,Whole Milk,dairy,all,1,l,1.15,1.15,False,Wye Valley Growers,Bristol,BS10 5EX
217,43,quinn.wilson43,2025-01-04,2025-01-07,fulfilled,674,Wholemeal Bread,bakery,all,6,each,2.83,16.98,False,Wye Valley Growers,Bristol,BS10 5EX
217,43,quinn.wilson43,2025-01-04,2025-01-07,fulfilled,675,Sourdough Loaf,bakery,all,6,each,3.63,21.78,False,Wye Valley Growers,Bristol,BS10 5EX
217,43,quinn.wilson43,2025-01-04,2025-01-07,fulfilled,676,Sourdough Loaf,bakery,all,4,each,3.41,13.64,False,Wye Valley Growers,Bristol,BS10 5EX
217,43,quinn.wilson43,2025-01-04,2025-01-07,fulfilled,677,Tomatoes,vegetables,all,5,kg,1.86,9.3,False,Wye Valley Growers,Bristol,BS10 5EX
218,48,grace.thomas48,2025-06-10,2025-06-17,fulfilled,678,Kale,vegetables,all,3,each,1.5,4.5,True,Avon Growers,Bristol,BS8 2HY
218,48,grace.thomas48,2025-06-10,2025-06-17,fulfilled,679,Broccoli,vegetables,all,5,each,1.91,9.55,True,Avon Growers,Bristol,BS8 2HY
218,48,grace.thomas48,2025-06-10,2025-06-17,fulfilled,680,Spinach,vegetables,seasonal,6,each,1.42,8.52,True,Avon Growers,Bristol,BS8 2HY
219,28,charlie.evans28,2025-12-02,2025-12-06,paid,681,Potatoes,vegetables,all,1,kg,1.49,1.49,False,Severn Side Produce,Bristol,BS4 3EW
220,43,quinn.wilson43,2024-02-08,2024-02-09,fulfilled,682,Wholemeal Bread,bakery,all,3,each,2.77,8.31,False,Mendip Hills Farm,Bristol,BS3 1LZ
220,43,quinn.wilson43,2024-02-08,2024-02-09,fulfilled,683,Whole Milk,dairy,all,4,l,1.18,4.72,False,Mendip Hills Farm,Bristol,BS3 1LZ
220,43,quinn.wilson43,2024-02-08,2024-02-09,fulfilled,684,Sourdough Loaf,bakery,all,5,each,3.33,16.65,False,Mendip Hills Farm,Bristol,BS3 1LZ
220,43,quinn.wilson43,2024-02-08,2024-02-09,fulfilled,685,Carrots,vegetables,all,6,kg,1.21,7.26,False,Mendip Hills Farm,Bristol,BS3 1LZ
220,43,quinn.wilson43,2024-02-08,2024-02-09,fulfilled,686,Carrots,vegetables,all,3,kg,1.25,3.75,False,Mendip Hills Farm,Bristol,BS3 1LZ
221,14,henry.brown14,2024-10-23,2024-10-30,fulfilled,687,Yoghurt,dairy,all,4,each,1.78,7.12,True,Bristol Organics,Bristol,BS10 5EX
221,14,henry.brown14,2024-10-23,2024-10-30,fulfilled,688,Strawberry Jam,preserves,all,2,each,3.21,6.42,False,Bristol Organics,Bristol,BS10 5EX
221,14,henry.brown14,2024-10-23,2024-10-30,fulfilled,689,Kale,vegetables,all,5,each,1.47,7.35,True,Bristol Organics,Bristol,BS10 5EX
222,19,henry.johnson19,2024-11-01,2024-11-07,paid,690,Leeks,vegetables,seasonal,1,each,1.24,1.24,False,Avon Growers,Bristol,BS6 7NR
222,19,henry.johnson19,2024-11-01,2024-11-07,paid,691,Chutney,preserves,all,5,each,3.52,17.6,False,Avon Growers,Bristol,BS6 7NR
222,19,henry.johnson19,2024-11-01,2024-11-07,paid,692,Whole Milk,dairy,all,6,l,1.23,7.38,False,Avon Growers,Bristol,BS6 7NR
222,19,henry.johnson19,2024-11-01,2024-11-07,paid,693,Kale,vegetables,all,4,each,1.56,6.24,True,Avon Growers,Bristol,BS6 7NR
222,19,henry.johnson19,2024-11-01,2024-11-07,paid,694,Leeks,vegetables,seasonal,2,each,1.26,2.52,False,Avon Growers,Bristol,BS6 7NR
223,79,grace.walker79,2024-09-15,2024-09-17,fulfilled,695,Honey,preserves,all,1,each,4.9,4.9,True,Avon Growers,Bristol,BS10 5EX
223,79,grace.walker79,2024-09-15,2024-09-17,fulfilled,696,Sourdough Loaf,bakery,all,2,each,3.58,7.16,False,Avon Growers,Bristol,BS10 5EX
223,79,grace.walker79,2024-09-15,2024-09-17,fulfilled,697,Strawberry Jam,preserves,all,3,each,3.08,9.24,False,Avon Growers,Bristol,BS10 5EX
223,79,grace.walker79,2024-09-15,2024-09-17,fulfilled,698,Spinach,vegetables,seasonal,3,each,1.42,4.26,True,Avon Growers,Bristol,BS10 5EX
223,79,grace.walker79,2024-09-15,2024-09-17,fulfilled,699,Apples,fruits,seasonal,4,kg,1.79,7.16,True,Avon Growers,Bristol,BS10 5EX
224,79,grace.walker79,2025-11-06,2025-11-09,fulfilled,700,Butternut Squash,vegetables,seasonal,1,each,2.16,2.16,False,River Bend Nursery,Bristol,BS3 1LZ
224,79,grace.walker79,2025-11-06,2025-11-09,fulfilled,701,Yoghurt,dairy,all,3,each,1.86,5.58,True,River Bend Nursery,Bristol,BS3 1LZ
224,79,grace.walker79,2025-11-06,2025-11-09,fulfilled,702,Strawberry Jam,preserves,all,4,each,3.19,12.76,False,River Bend Nursery,Bristol,BS3 1LZ
225,46,bob.taylor46,2024-11-08,2024-11-12,fulfilled,703,Leeks,vegetables,seasonal,5,each,1.26,6.3,False,Bristol Organics,Bristol,BS3 1LZ
225,46,bob.taylor46,2024-11-08,2024-11-12,fulfilled,704,Potatoes,vegetables,all,6,kg,1.44,8.64,False,Bristol Organics,Bristol,BS3 1LZ
225,46,bob.taylor46,2024-11-08,2024-11-12,fulfilled,705,Cheese,dairy,all,6,each,4.29,25.74,False,Bristol Organics,Bristol,BS3 1LZ
226,75,rachel.walker75,2025-08-15,2025-08-19,fulfilled,706,Honey,preserves,all,4,each,5.08,20.32,True,Avon Growers,Bristol,BS4 3EW
226,75,rachel.walker75,2025-08-15,2025-08-19,fulfilled,707,Chutney,preserves,all,2,each,3.64,7.28,False,Avon Growers,Bristol,BS4 3EW
226,75,rachel.walker75,2025-08-15,2025-08-19,fulfilled,708,Chutney,preserves,all,2,each,3.49,6.98,False,Avon Growers,Bristol,BS4 3EW
226,75,rachel.walker75,2025-08-15,2025-08-19,fulfilled,709,Chutney,preserves,all,3,each,3.5,10.5,False,Avon Growers,Bristol,BS4 3EW
226,75,rachel.walker75,2025-08-15,2025-08-19,fulfilled,710,Whole Milk,dairy,all,6,l,1.16,6.96,False,Avon Growers,Bristol,BS4 3EW
227,66,mia.jones66,2024-05-23,2024-05-27,fulfilled,711,Carrots,vegetables,all,2,kg,1.23,2.46,False,Cotswold Fresh,Bristol,BS10 5EX
227,66,mia.jones66,2024-05-23,2024-05-27,fulfilled,712,Courgettes,vegetables,seasonal,3,each,1.56,4.68,False,Cotswold Fresh,Bristol,BS10 5EX
227,66,mia.jones66,2024-05-23,2024-05-27,fulfilled,713,Chutney,preserves,all,3,each,3.46,10.38,False,Cotswold Fresh,Bristol,BS10 5EX
227,66,mia.jones66,2024-05-23,2024-05-27,fulfilled,714,Carrots,vegetables,all,1,kg,1.26,1.26,False,Cotswold Fresh,Bristol,BS10 5EX
228,42,mia.johnson42,2024-04-15,2024-04-21,cancelled,715,Rhubarb,fruits,seasonal,4,each,2.13,8.52,False,Mendip Hills Farm,Bristol,BS5 6HX
228,42,mia.johnson42,2024-04-15,2024-04-21,cancelled,716,Rhubarb,fruits,seasonal,5,each,2.05,10.25,False,Mendip Hills Farm,Bristol,BS5 6HX
228,42,mia.johnson42,2024-04-15,2024-04-21,cancelled,717,Rhubarb,fruits,seasonal,5,each,2.08,10.4,False,Mendip Hills Farm,Bristol,BS5 6HX
228,42,mia.johnson42,2024-04-15,2024-04-21,cancelled,718,Whole Milk,dairy,all,4,l,1.24,4.96,False,Mendip Hills Farm,Bristol,BS5 6HX
228,42,mia.johnson42,2024-04-15,2024-04-21,cancelled,719,Tomatoes,vegetables,all,5,kg,1.87,9.35,False,Mendip Hills Farm,Bristol,BS5 6HX
229,57,henry.williams57,2024-06-18,2024-06-20,fulfilled,720,Rhubarb,fruits,seasonal,5,each,2.15,10.75,False,Green Valley Farm,Bristol,BS5 6HX
229,57,henry.williams57,2024-06-18,2024-06-20,fulfilled,721,Raspberries,fruits,seasonal,4,each,3.92,15.68,True,Green Valley Farm,Bristol,BS5 6HX
230,15,mia.brown15,2025-05-08,2025-05-14,fulfilled,722,Tomatoes,vegetables,all,2,kg,1.81,3.62,False,Cotswold Fresh,Bristol,BS4 3EW
230,15,mia.brown15,2025-05-08,2025-05-14,fulfilled,723,Yoghurt,dairy,all,5,each,1.72,8.6,True,Cotswold Fresh,Bristol,BS4 3EW
230,15,mia.brown15,2025-05-08,2025-05-14,fulfilled,724,Tomatoes,vegetables,all,2,kg,1.76,3.52,False,Cotswold Fresh,Bristol,BS4 3EW
230,15,mia.brown15,2025-05-08,2025-05-14,fulfilled,725,Kale,vegetables,all,5,each,1.57,7.85,True,Cotswold Fresh,Bristol,BS4 3EW
231,3,charlie.roberts3,2025-11-08,2025-11-15,fulfilled,726,Red Onions,vegetables,all,4,kg,1.06,4.24,False,Green Valley Farm,Bristol,BS2 8QD
231,3,charlie.roberts3,2025-11-08,2025-11-15,fulfilled,727,Leeks,vegetables,seasonal,5,each,1.34,6.7,False,Green Valley Farm,Bristol,BS2 8QD
231,3,charlie.roberts3,2025-11-08,2025-11-15,fulfilled,728,Leeks,vegetables,seasonal,2,each,1.33,2.66,False,Green Valley Farm,Bristol,BS2 8QD
231,3,charlie.roberts3,2025-11-08,2025-11-15,fulfilled,729,Red Onions,vegetables,all,5,kg,1.11,5.55,False,Green Valley Farm,Bristol,BS2 8QD
232,30,rachel.brown30,2025-01-22,2025-01-26,fulfilled,730,Wholemeal Bread,bakery,all,6,each,2.78,16.68,False,Green Valley Farm,Bristol,BS1 4PJ
232,30,rachel.brown30,2025-01-22,2025-01-26,fulfilled,731,Carrots,vegetables,all,2,kg,1.2,2.4,False,Green Valley Farm,Bristol,BS1 4PJ
232,30,rachel.brown30,2025-01-22,2025-01-26,fulfilled,732,Tomatoes,vegetables,all,5,kg,1.8,9.0,False,Green Valley Farm,Bristol,BS1 4PJ
232,30,rachel.brown30,2025-01-22,2025-01-26,fulfilled,733,Sourdough Loaf,bakery,all,6,each,3.37,20.22,False,Green Valley Farm,Bristol,BS1 4PJ
232,30,rachel.brown30,2025-01-22,2025-01-26,fulfilled,734,Tomatoes,vegetables,all,6,kg,1.83,10.98,False,Green Valley Farm,Bristol,BS1 4PJ
233,67,sam.roberts67,2025-03-06,2025-03-09,paid,735,Chutney,preserves,all,4,each,3.45,13.8,False,Severn Side Produce,Bristol,BS9 1JB
233,67,sam.roberts67,2025-03-06,2025-03-09,paid,736,Spinach,vegetables,seasonal,4,each,1.35,5.4,True,Severn Side Produce,Bristol,BS9 1JB
234,62,sam.walker62,2024-08-26,2024-09-02,fulfilled,737,Yoghurt,dairy,all,6,each,1.85,11.1,True,Severn Side Produce,Bristol,BS10 5EX
234,62,sam.walker62,2024-08-26,2024-09-02,fulfilled,738,Strawberries,fruits,seasonal,5,each,3.33,16.65,False,Severn Side Produce,Bristol,BS10 5EX
234,62,sam.walker62,2024-08-26,2024-09-02,fulfilled,739,Chutney,preserves,all,3,each,3.47,10.41,False,Severn Side Produce,Bristol,BS10 5EX
235,14,henry.brown14,2024-06-07,2024-06-11,fulfilled,740,Broccoli,vegetables,all,5,each,1.86,9.3,True,Mendip Hills Farm,Bristol,BS5 6HX
235,14,henry.brown14,2024-06-07,2024-06-11,fulfilled,741,Kale,vegetables,all,4,each,1.51,6.04,True,Mendip Hills Farm,Bristol,BS5 6HX
235,14,henry.brown14,2024-06-07,2024-06-11,fulfilled,742,Potatoes,vegetables,all,3,kg,1.51,4.53,False,Mendip Hills Farm,Bristol,BS5 6HX
235,14,henry.brown14,2024-06-07,2024-06-11,fulfilled,743,Courgettes,vegetables,seasonal,5,each,1.58,7.9,False,Mendip Hills Farm,Bristol,BS5 6HX
235,14,henry.brown14,2024-06-07,2024-06-11,fulfilled,744,Courgettes,vegetables,seasonal,6,each,1.54,9.24,False,Mendip Hills Farm,Bristol,BS5 6HX
236,30,rachel.brown30,2025-04-02,2025-04-09,fulfilled,745,Kale,vegetables,all,5,each,1.52,7.6,True,Bristol Organics,Bristol,BS3 1LZ
236,30,rachel.brown30,2025-04-02,2025-04-09,fulfilled,746,Carrots,vegetables,all,2,kg,1.19,2.38,False,Bristol Organics,Bristol,BS3 1LZ
237,1,diana.smith1,2024-04-03,2024-04-10,fulfilled,747,Spinach,vegetables,seasonal,3,each,1.34,4.02,True,Severn Side Produce,Bristol,BS10 5EX
238,5,alice.thomas5,2025-01-28,2025-02-01,fulfilled,748,Potatoes,vegetables,all,6,kg,1.5,9.0,False,Mendip Hills Farm,Bristol,BS9 1JB
238,5,alice.thomas5,2025-01-28,2025-02-01,fulfilled,749,Chutney,preserves,all,3,each,3.39,10.17,False,Mendip Hills Farm,Bristol,BS9 1JB
238,5,alice.thomas5,2025-01-28,2025-02-01,fulfilled,750,Wholemeal Bread,bakery,all,5,each,2.86,14.3,False,Mendip Hills Farm,Bristol,BS9 1JB
238,5,alice.thomas5,2025-01-28,2025-02-01,fulfilled,751,Tomatoes,vegetables,all,3,kg,1.75,5.25,False,Mendip Hills Farm,Bristol,BS9 1JB
238,5,alice.thomas5,2025-01-28,2025-02-01,fulfilled,752,Potatoes,vegetables,all,1,kg,1.57,1.57,False,Mendip Hills Farm,Bristol,BS9 1JB
239,52,bob.evans52,2024-12-27,2025-01-02,fulfilled,753,Honey,preserves,all,1,each,5.21,5.21,True,Green Valley Farm,Bristol,BS10 5EX
239,52,bob.evans52,2024-12-27,2025-01-02,fulfilled,754,Honey,preserves,all,5,each,5.21,26.05,True,Green Valley Farm,Bristol,BS10 5EX
239,52,bob.evans52,2024-12-27,2025-01-02,fulfilled,755,Chutney,preserves,all,2,each,3.54,7.08,False,Green Valley Farm,Bristol,BS10 5EX
239,52,bob.evans52,2024-12-27,2025-01-02,fulfilled,756,Chutney,preserves,all,5,each,3.33,16.65,False,Green Valley Farm,Bristol,BS10 5EX
239,52,bob.evans52,2024-12-27,2025-01-02,fulfilled,757,Honey,preserves,all,1,each,5.03,5.03,True,Green Valley Farm,Bristol,BS10 5EX
240,65,frank.jones65,2024-10-28,2024-10-31,partially_fulfilled,758,Apples,fruits,seasonal,6,kg,1.79,10.74,True,Mendip Hills Farm,Bristol,BS9 1JB
240,65,frank.jones65,2024-10-28,2024-10-31,partially_fulfilled,759,Honey,preserves,all,2,each,5.13,10.26,True,Mendip Hills Farm,Bristol,BS9 1JB
240,65,frank.jones65,2024-10-28,2024-10-31,partially_fulfilled,760,Yoghurt,dairy,all,6,each,1.79,10.74,True,Mendip Hills Farm,Bristol,BS9 1JB
240,65,frank.jones65,2024-10-28,2024-10-31,partially_fulfilled,761,Sourdough Loaf,bakery,all,4,each,3.37,13.48,False,Mendip Hills Farm,Bristol,BS9 1JB
240,65,frank.jones65,2024-10-28,2024-10-31,partially_fulfilled,762,Whole Milk,dairy,all,6,l,1.22,7.32,False,Mendip Hills Farm,Bristol,BS9 1JB
241,41,grace.thomas41,2025-02-26,2025-03-01,fulfilled,763,Red Onions,vegetables,all,6,kg,1.13,6.78,False,Mendip Hills Farm,Bristol,BS1 4PJ
241,41,grace.thomas41,2025-02-26,2025-03-01,fulfilled,764,Wholemeal Bread,bakery,all,2,each,2.79,5.58,False,Mendip Hills Farm,Bristol,BS1 4PJ
242,46,bob.taylor46,2024-08-11,2024-08-16,fulfilled,765,Spinach,vegetables,seasonal,3,each,1.36,4.08,True,Wye Valley Growers,Bristol,BS4 3EW
242,46,bob.taylor46,2024-08-11,2024-08-16,fulfilled,766,Spinach,vegetables,seasonal,5,each,1.38,6.9,True,Wye Valley Growers,Bristol,BS4 3EW
243,14,henry.brown14,2024-05-02,2024-05-03,fulfilled,767,Strawberry Jam,preserves,all,3,each,3.24,9.72,False,Avon Growers,Bristol,BS8 2HY
243,14,henry.brown14,2024-05-02,2024-05-03,fulfilled,768,Chutney,preserves,all,3,each,3.5,10.5,False,Avon Growers,Bristol,BS8 2HY
243,14,henry.brown14,2024-05-02,2024-05-03,fulfilled,769,Chutney,preserves,all,3,each,3.46,10.38,False,Avon Growers,Bristol,BS8 2HY
243,14,henry.brown14,2024-05-02,2024-05-03,fulfilled,770,Courgettes,vegetables,seasonal,1,each,1.6,1.6,False,Avon Growers,Bristol,BS8 2HY
243,14,henry.brown14,2024-05-02,2024-05-03,fulfilled,771,Strawberry Jam,preserves,all,1,each,3.2,3.2,False,Avon Growers,Bristol,BS8 2HY
244,51,noah.evans51,2025-12-03,2025-12-10,fulfilled,772,Tomatoes,vegetables,all,6,kg,1.75,10.5,False,Wye Valley Growers,Bristol,BS2 8QD
244,51,noah.evans51,2025-12-03,2025-12-10,fulfilled,773,Kale,vegetables,all,3,each,1.52,4.56,True,Wye Valley Growers,Bristol,BS2 8QD
244,51,noah.evans51,2025-12-03,2025-12-10,fulfilled,774,Whole Milk,dairy,all,3,l,1.17,3.51,False,Wye Valley Growers,Bristol,BS2 8QD
245,61,eve.taylor61,2025-09-19,2025-09-22,fulfilled,775,Wholemeal Bread,bakery,all,3,each,2.9,8.7,False,Severn Side Produce,Bristol,BS8 2HY
245,61,eve.taylor61,2025-09-19,2025-09-22,fulfilled,776,Sourdough Loaf,bakery,all,5,each,3.37,16.85,False,Severn Side Produce,Bristol,BS8 2HY
246,74,henry.davies74,2025-12-03,2025-12-05,paid,777,Whole Milk,dairy,all,2,l,1.16,2.32,False,Green Valley Farm,Bristol,BS5 6HX
246,74,henry.davies74,2025-12-03,2025-12-05,paid,778,Potatoes,vegetables,all,4,kg,1.55,6.2,False,Green Valley Farm,Bristol,BS5 6HX
246,74,henry.davies74,2025-12-03,2025-12-05,paid,779,Whole Milk,dairy,all,2,l,1.26,2.52,False,Green Valley Farm,Bristol,BS5 6HX
246,74,henry.davies74,2025-12-03,2025-12-05,paid,780,Wholemeal Bread,bakery,all,5,each,2.86,14.3,False,Green Valley Farm,Bristol,BS5 6HX
246,74,henry.davies74,2025-12-03,2025-12-05,paid,781,Leeks,vegetables,seasonal,3,each,1.31,3.93,False,Green Valley Farm,Bristol,BS5 6HX
247,73,quinn.brown73,2024-02-18,2024-02-22,fulfilled,782,Sourdough Loaf,bakery,all,6,each,3.36,20.16,False,Avon Growers,Bristol,BS3 1LZ
247,73,quinn.brown73,2024-02-18,2024-02-22,fulfilled,783,Leeks,vegetables,seasonal,3,each,1.28,3.84,False,Avon Growers,Bristol,BS3 1LZ
248,72,sam.jones72,2024-09-20,2024-09-23,fulfilled,784,Honey,preserves,all,6,each,5.07,30.42,True,River Bend Nursery,Bristol,BS2 8QD
248,72,sam.jones72,2024-09-20,2024-09-23,fulfilled,785,Chutney,preserves,all,3,each,3.44,10.32,False,River Bend Nursery,Bristol,BS2 8QD
248,72,sam.jones72,2024-09-20,2024-09-23,fulfilled,786,Honey,preserves,all,4,each,5.19,20.76,True,River Bend Nursery,Bristol,BS2 8QD
248,72,sam.jones72,2024-09-20,2024-09-23,fulfilled,787,Chutney,preserves,all,4,each,3.55,14.2,False,River Bend Nursery,Bristol,BS2 8QD
248,72,sam.jones72,2024-09-20,2024-09-23,fulfilled,788,Strawberry Jam,preserves,all,6,each,3.3,19.8,False,River Bend Nursery,Bristol,BS2 8QD
249,44,charlie.davies44,2025-03-07,2025-03-13,fulfilled,789,Sourdough Loaf,bakery,all,3,each,3.44,10.32,False,Bristol Organics,Bristol,BS7 8AT
250,38,charlie.walker38,2025-12-28,2025-12-31,fulfilled,790,Kale,vegetables,all,6,each,1.51,9.06,True,Mendip Hills Farm,Bristol,BS7 8AT
250,38,charlie.walker38,2025-12-28,2025-12-31,fulfilled,791,Red Onions,vegetables,all,2,kg,1.07,2.14,False,Mendip Hills Farm,Bristol,BS7 8AT
250,38,charlie.walker38,2025-12-28,2025-12-31,fulfilled,792,Whole Milk,dairy,all,6,l,1.17,7.02,False,Mendip Hills Farm,Bristol,BS7 8AT
250,38,charlie.walker38,2025-12-28,2025-12-31,fulfilled,793,Yoghurt,dairy,all,1,each,1.75,1.75,True,Mendip Hills Farm,Bristol,BS7 8AT
251,51,noah.evans51,2024-04-15,2024-04-16,fulfilled,794,Potatoes,vegetables,all,1,kg,1.46,1.46,False,Avon Growers,Bristol,BS8 2HY
252,20,bob.davies20,2024-03-27,2024-04-02,partially_fulfilled,795,Broccoli,vegetables,all,4,each,1.92,7.68,True,Mendip Hills Farm,Bristol,BS7 8AT
252,20,bob.davies20,2024-03-27,2024-04-02,partially_fulfilled,796,Potatoes,vegetables,all,1,kg,1.43,1.43,False,Mendip Hills Farm,Bristol,BS7 8AT
253,46,bob.taylor46,2024-11-29,2024-12-06,fulfilled,797,Strawberry Jam,preserves,all,5,each,3.1,15.5,False,Mendip Hills Farm,Bristol,BS9 1JB
253,46,bob.taylor46,2024-11-29,2024-12-06,fulfilled,798,Yoghurt,dairy,all,6,each,1.82,10.92,True,Mendip Hills Farm,Bristol,BS9 1JB
253,46,bob.taylor46,2024-11-29,2024-12-06,fulfilled,799,Cheese,dairy,all,6,each,4.56,27.36,False,Mendip Hills Farm,Bristol,BS9 1JB
253,46,bob.taylor46,2024-11-29,2024-12-06,fulfilled,800,Butternut Squash,vegetables,seasonal,4,each,2.21,8.84,False,Mendip Hills Farm,Bristol,BS9 1JB
253,46,bob.taylor46,2024-11-29,2024-12-06,fulfilled,801,Strawberry Jam,preserves,all,3,each,3.16,9.48,False,Mendip Hills Farm,Bristol,BS9 1JB
254,34,grace.williams34,2024-06-08,2024-06-11,fulfilled,802,Chutney,preserves,all,1,each,3.57,3.57,False,Cotswold Fresh,Bristol,BS9 1JB
254,34,grace.williams34,2024-06-08,2024-06-11,fulfilled,803,Strawberry Jam,preserves,all,3,each,3.04,9.12,False,Cotswold Fresh,Bristol,BS9 1JB
254,34,grace.williams34,2024-06-08,2024-06-11,fulfilled,804,Cheese,dairy,all,5,each,4.38,21.9,False,Cotswold Fresh,Bristol,BS9 1JB
255,1,diana.smith1,2025-07-15,2025-07-18,fulfilled,805,Strawberry Jam,preserves,all,6,each,3.25,19.5,False,Severn Side Produce,Bristol,BS9 1JB
255,1,diana.smith1,2025-07-15,2025-07-18,fulfilled,806,Red Onions,vegetables,all,3,kg,1.05,3.15,False,Severn Side Produce,Bristol,BS9 1JB
